42.2686,-71.3969
42.2689,-71.3969
42.2692,-71.3969
42.2695,-71.3969
42.2698,-71.3969
42.2701,-71.3969
42.2704,-71.3969
42.2707,-71.3969
42.271,-71.3969
42.2714,-71.3969
42.2717,-71.3969
42.272,-71.3969
42.2723,-71.3969
42.2726,-71.3969
42.2729,-71.3969
42.2732,-71.3969
42.2735,-71.3969
42.2738,-71.3969
42.2741,-71.3969
42.2744,-71.3969
42.2747,-71.3969
42.275,-71.3969
42.2753,-71.3969
42.2756,-71.3969
42.2759,-71.3969
42.2762,-71.3969
42.2765,-71.3969
42.2768,-71.3969
42.2771,-71.3969
42.2774,-71.3969
42.2778,-71.3969
42.2781,-71.3969
42.2686,-71.3965
42.2689,-71.3965
42.2692,-71.3965
42.2695,-71.3965
42.2698,-71.3965
42.2701,-71.3965
42.2704,-71.3965
42.2707,-71.3965
42.271,-71.3965
42.2714,-71.3965
42.2717,-71.3965
42.272,-71.3965
42.2723,-71.3965
42.2726,-71.3965
42.2729,-71.3965
42.2732,-71.3965
42.2735,-71.3965
42.2738,-71.3965
42.2741,-71.3965
42.2744,-71.3965
42.2747,-71.3965
42.275,-71.3965
42.2753,-71.3965
42.2756,-71.3965
42.2759,-71.3965
42.2762,-71.3965
42.2765,-71.3965
42.2768,-71.3965
42.2771,-71.3965
42.2774,-71.3965
42.2778,-71.3965
42.2781,-71.3965
42.2686,-71.396
42.2689,-71.396
42.2692,-71.396
42.2695,-71.396
42.2698,-71.396
42.2701,-71.396
42.2704,-71.396
42.2707,-71.396
42.271,-71.396
42.2714,-71.396
42.2717,-71.396
42.272,-71.396
42.2723,-71.396
42.2726,-71.396
42.2729,-71.396
42.2732,-71.396
42.2735,-71.396
42.2738,-71.396
42.2741,-71.396
42.2744,-71.396
42.2747,-71.396
42.275,-71.396
42.2753,-71.396
42.2756,-71.396
42.2759,-71.396
42.2762,-71.396
42.2765,-71.396
42.2768,-71.396
42.2771,-71.396
42.2774,-71.396
42.2778,-71.396
42.2781,-71.396
42.2686,-71.3955
42.2689,-71.3955
42.2692,-71.3955
42.2695,-71.3955
42.2698,-71.3955
42.2701,-71.3955
42.2704,-71.3955
42.2707,-71.3955
42.271,-71.3955
42.2714,-71.3955
42.2717,-71.3955
42.272,-71.3955
42.2723,-71.3955
42.2726,-71.3955
42.2729,-71.3955
42.2732,-71.3955
42.2735,-71.3955
42.2738,-71.3955
42.2741,-71.3955
42.2744,-71.3955
42.2747,-71.3955
42.275,-71.3955
42.2753,-71.3955
42.2756,-71.3955
42.2759,-71.3955
42.2762,-71.3955
42.2765,-71.3955
42.2768,-71.3955
42.2771,-71.3955
42.2774,-71.3955
42.2778,-71.3955
42.2781,-71.3955
42.2686,-71.3951
42.2689,-71.3951
42.2692,-71.3951
42.2695,-71.3951
42.2698,-71.3951
42.2701,-71.3951
42.2704,-71.3951
42.2707,-71.3951
42.271,-71.3951
42.2714,-71.3951
42.2717,-71.3951
42.272,-71.3951
42.2723,-71.3951
42.2726,-71.3951
42.2729,-71.3951
42.2732,-71.3951
42.2735,-71.3951
42.2738,-71.3951
42.2741,-71.3951
42.2744,-71.3951
42.2747,-71.3951
42.275,-71.3951
42.2753,-71.3951
42.2756,-71.3951
42.2759,-71.3951
42.2762,-71.3951
42.2765,-71.3951
42.2768,-71.3951
42.2771,-71.3951
42.2774,-71.3951
42.2778,-71.3951
42.2781,-71.3951
42.2686,-71.3946
42.2689,-71.3946
42.2692,-71.3946
42.2695,-71.3946
42.2698,-71.3946
42.2701,-71.3946
42.2704,-71.3946
42.2707,-71.3946
42.271,-71.3946
42.2714,-71.3946
42.2717,-71.3946
42.272,-71.3946
42.2723,-71.3946
42.2726,-71.3946
42.2729,-71.3946
42.2732,-71.3946
42.2735,-71.3946
42.2738,-71.3946
42.2741,-71.3946
42.2744,-71.3946
42.2747,-71.3946
42.275,-71.3946
42.2753,-71.3946
42.2756,-71.3946
42.2759,-71.3946
42.2762,-71.3946
42.2765,-71.3946
42.2768,-71.3946
42.2771,-71.3946
42.2774,-71.3946
42.2778,-71.3946
42.2781,-71.3946
42.2686,-71.3941
42.2689,-71.3941
42.2692,-71.3941
42.2695,-71.3941
42.2698,-71.3941
42.2701,-71.3941
42.2704,-71.3941
42.2707,-71.3941
42.271,-71.3941
42.2714,-71.3941
42.2717,-71.3941
42.272,-71.3941
42.2723,-71.3941
42.2726,-71.3941
42.2729,-71.3941
42.2732,-71.3941
42.2735,-71.3941
42.2738,-71.3941
42.2741,-71.3941
42.2744,-71.3941
42.2747,-71.3941
42.275,-71.3941
42.2753,-71.3941
42.2756,-71.3941
42.2759,-71.3941
42.2762,-71.3941
42.2765,-71.3941
42.2768,-71.3941
42.2771,-71.3941
42.2774,-71.3941
42.2778,-71.3941
42.2781,-71.3941
42.2686,-71.3937
42.2689,-71.3937
42.2692,-71.3937
42.2695,-71.3937
42.2698,-71.3937
42.2701,-71.3937
42.2704,-71.3937
42.2707,-71.3937
42.271,-71.3937
42.2714,-71.3937
42.2717,-71.3937
42.272,-71.3937
42.2723,-71.3937
42.2726,-71.3937
42.2729,-71.3937
42.2732,-71.3937
42.2735,-71.3937
42.2738,-71.3937
42.2741,-71.3937
42.2744,-71.3937
42.2747,-71.3937
42.275,-71.3937
42.2753,-71.3937
42.2756,-71.3937
42.2759,-71.3937
42.2762,-71.3937
42.2765,-71.3937
42.2768,-71.3937
42.2771,-71.3937
42.2774,-71.3937
42.2778,-71.3937
42.2781,-71.3937
42.2686,-71.3932
42.2689,-71.3932
42.2692,-71.3932
42.2695,-71.3932
42.2698,-71.3932
42.2701,-71.3932
42.2704,-71.3932
42.2707,-71.3932
42.271,-71.3932
42.2714,-71.3932
42.2717,-71.3932
42.272,-71.3932
42.2723,-71.3932
42.2726,-71.3932
42.2729,-71.3932
42.2732,-71.3932
42.2735,-71.3932
42.2738,-71.3932
42.2741,-71.3932
42.2744,-71.3932
42.2747,-71.3932
42.275,-71.3932
42.2753,-71.3932
42.2756,-71.3932
42.2759,-71.3932
42.2762,-71.3932
42.2765,-71.3932
42.2768,-71.3932
42.2771,-71.3932
42.2774,-71.3932
42.2778,-71.3932
42.2781,-71.3932
42.2686,-71.3928
42.2689,-71.3928
42.2692,-71.3928
42.2695,-71.3928
42.2698,-71.3928
42.2701,-71.3928
42.2704,-71.3928
42.2707,-71.3928
42.271,-71.3928
42.2714,-71.3928
42.2717,-71.3928
42.272,-71.3928
42.2723,-71.3928
42.2726,-71.3928
42.2729,-71.3928
42.2732,-71.3928
42.2735,-71.3928
42.2738,-71.3928
42.2741,-71.3928
42.2744,-71.3928
42.2747,-71.3928
42.275,-71.3928
42.2753,-71.3928
42.2756,-71.3928
42.2759,-71.3928
42.2762,-71.3928
42.2765,-71.3928
42.2768,-71.3928
42.2771,-71.3928
42.2774,-71.3928
42.2778,-71.3928
42.2781,-71.3928
42.2686,-71.3923
42.2689,-71.3923
42.2692,-71.3923
42.2695,-71.3923
42.2698,-71.3923
42.2701,-71.3923
42.2704,-71.3923
42.2707,-71.3923
42.271,-71.3923
42.2714,-71.3923
42.2717,-71.3923
42.272,-71.3923
42.2723,-71.3923
42.2726,-71.3923
42.2729,-71.3923
42.2732,-71.3923
42.2735,-71.3923
42.2738,-71.3923
42.2741,-71.3923
42.2744,-71.3923
42.2747,-71.3923
42.275,-71.3923
42.2753,-71.3923
42.2756,-71.3923
42.2759,-71.3923
42.2762,-71.3923
42.2765,-71.3923
42.2768,-71.3923
42.2771,-71.3923
42.2774,-71.3923
42.2778,-71.3923
42.2781,-71.3923
42.2686,-71.3918
42.2689,-71.3918
42.2692,-71.3918
42.2695,-71.3918
42.2698,-71.3918
42.2701,-71.3918
42.2704,-71.3918
42.2707,-71.3918
42.271,-71.3918
42.2714,-71.3918
42.2717,-71.3918
42.272,-71.3918
42.2723,-71.3918
42.2726,-71.3918
42.2729,-71.3918
42.2732,-71.3918
42.2735,-71.3918
42.2738,-71.3918
42.2741,-71.3918
42.2744,-71.3918
42.2747,-71.3918
42.275,-71.3918
42.2753,-71.3918
42.2756,-71.3918
42.2759,-71.3918
42.2762,-71.3918
42.2765,-71.3918
42.2768,-71.3918
42.2771,-71.3918
42.2774,-71.3918
42.2778,-71.3918
42.2781,-71.3918
42.2686,-71.3914
42.2689,-71.3914
42.2692,-71.3914
42.2695,-71.3914
42.2698,-71.3914
42.2701,-71.3914
42.2704,-71.3914
42.2707,-71.3914
42.271,-71.3914
42.2714,-71.3914
42.2717,-71.3914
42.272,-71.3914
42.2723,-71.3914
42.2726,-71.3914
42.2729,-71.3914
42.2732,-71.3914
42.2735,-71.3914
42.2738,-71.3914
42.2741,-71.3914
42.2744,-71.3914
42.2747,-71.3914
42.275,-71.3914
42.2753,-71.3914
42.2756,-71.3914
42.2759,-71.3914
42.2762,-71.3914
42.2765,-71.3914
42.2768,-71.3914
42.2771,-71.3914
42.2774,-71.3914
42.2778,-71.3914
42.2781,-71.3914
42.2686,-71.3909
42.2689,-71.3909
42.2692,-71.3909
42.2695,-71.3909
42.2698,-71.3909
42.2701,-71.3909
42.2704,-71.3909
42.2707,-71.3909
42.271,-71.3909
42.2714,-71.3909
42.2717,-71.3909
42.272,-71.3909
42.2723,-71.3909
42.2726,-71.3909
42.2729,-71.3909
42.2732,-71.3909
42.2735,-71.3909
