0.911,1313,-2,0
1.025,1477,-2,0
1.025,1477,-1,0
0.978,1410,-2,0
0.97,1398,-1,0
0.925,1333,0,0
0.905,1304,1,0
0.902,1300,3,0
0.896,1292,3,0
0.911,1313,0,0
0.931,1341,0,0
1.408,2027,-5,1
1.408,2027,-6,1
1.408,2027,-7,1
1.381,1987,-7,1
1.361,1959,-8,1
1.342,1932,-7,1
1.107,1596,-5,0
1.101,1586,-4,0
1.082,1560,-2,0
1.069,1540,-2,0
1.071,1544,-1,0
1.05,1513,-2,1
1.031,1486,-3,1
1.013,1460,-1,1
0.994,1432,0,1
0.999,1440,0,1
1.02,1469,-2,1
1.037,1494,-2,1
1.038,1496,-2,1
0.885,1276,-2,0
0.888,1280,-1,0
0.89,1284,1,0
1.025,1477,1,0
1.025,1477,1,0
0.961,1384,0,0
0.948,1366,0,0
0.93,1340,-1,0
0.909,1309,-1,0
0.886,1277,0,0
0.866,1248,1,0
0.851,1227,-1,0
0.906,1306,-2,0
1.408,2027,-7,1
1.408,2027,-7,1
1.408,2027,-7,1
1.369,1971,-6,1
1.363,1962,-6,1
1.351,1945,-5,1
1.105,1593,-5,0
1.087,1567,-4,0
1.069,1540,-3,0
1.047,1509,-2,0
1.026,1479,-2,0
1.008,1453,-2,0
0.988,1424,-2,0
0.966,1392,-1,0
0.965,1390,1,1
1.005,1449,0,1
1.025,1477,-2,1
1.025,1477,-3,1
0.859,1239,-1,0
0.859,1239,0,0
0.861,1242,0,0
0.868,1252,2,0
0.828,1193,1,0
0.997,1437,0,0
0.981,1413,1,0
0.973,1402,-1,0
0.906,1306,-1,0
0.893,1287,-1,0
0.873,1257,0,0
0.852,1227,1,0
0.83,1196,0,0
0.844,1216,0,0
1.408,2027,-8,1
1.408,2027,-8,1
1.408,2027,-7,1
1.369,1971,-5,1
1.363,1962,-5,1
1.351,1945,-4,1
1.095,1577,-3,0
1.076,1551,-3,0
1.079,1555,-4,0
1.071,1544,-3,0
1.015,1463,-3,0
0.997,1437,-3,0
0.979,1411,-2,0
0.96,1384,0,0
0.944,1361,1,1
0.919,1325,0,0
0.898,1294,-3,0
0.877,1265,-2,0
0.857,1235,-1,0
0.839,1209,-1,0
0.841,1213,-1,0
0.803,1157,0,0
0.825,1189,0,0
0.843,1216,-1,0
1.015,1463,-3,0
0.883,1273,-2,0
0.869,1253,-1,0
0.897,1292,0,0
0.897,1292,0,0
0.808,1165,1,0
0.816,1176,1,0
0.836,1205,0,0
1.408,2027,-7,1
1.408,2027,-7,1
1.369,1971,-5,1
1.369,1971,-5,1
1.363,1962,-5,1
1.119,1612,-4,0
1.113,1604,-4,0
1.108,1597,-4,0
1.103,1589,-4,0
1.096,1579,-4,0
1.091,1572,-4,0
0.987,1423,-4,0
0.968,1395,-2,0
0.952,1372,-1,0
0.934,1347,-2,0
0.914,1317,-2,0
0.895,1290,-2,0
0.874,1260,-1,0
0.853,1230,-1,0
0.833,1201,-1,0
0.813,1171,0,0
0.787,1135,-1,0
0.819,1181,-3,0
0.842,1214,-4,0
0.981,1414,-3,0
1.001,1443,-2,0
0.91,1311,-1,0
0.846,1219,-2,0
0.824,1188,-3,0
0.803,1157,-1,0
0.777,1120,1,0
0.758,1093,-1,0
1.408,2027,-6,1
1.408,2027,-6,1
1.369,1971,-5,1
1.171,1688,-4,0
1.171,1688,-5,0
1.146,1652,-5,0
1.146,1652,-5,0
1.128,1626,-5,0
1.123,1619,-4,0
1.116,1609,-3,0
1.111,1601,-4,0
0.978,1410,-4,0
0.965,1391,-2,0
0.945,1362,-1,0
0.93,1341,-2,0
0.912,1314,-3,0
0.892,1286,-2,0
0.871,1256,-1,0
0.851,1226,-1,0
0.83,1197,-1,0
0.765,1103,0,0
0.766,1105,-1,0
0.767,1106,-4,0
0.958,1381,-6,0
0.957,1379,-5,0
1.003,1445,-3,0
0.894,1289,-3,0
0.888,1279,-4,0
0.83,1196,-4,0
0.814,1173,-3,0
0.816,1177,-1,0
0.835,1205,-2,0
1.408,2027,-5,1
1.204,1735,-5,0
1.204,1735,-5,0
1.189,1713,-4,0
1.189,1713,-3,0
1.171,1688,-4,0
1.16,1672,-4,0
1.154,1663,-4,0
1.148,1654,-3,0
1.141,1645,-3,0
1.136,1637,-4,0
1.131,1629,-3,0
0.966,1392,-1,0
0.94,1355,0,0
0.925,1334,-2,0
0.909,1310,-3,0
0.889,1281,-4,0
0.868,1251,-4,0
0.738,1064,-3,0
0.739,1066,-3,0
0.74,1067,-2,0
0.741,1068,-3,0
0.742,1070,-6,0
0.936,1349,-7,0
0.933,1344,-7,0
0.922,1329,-6,0
0.896,1291,-6,0
0.864,1246,-6,0
0.85,1225,-5,0
0.835,1204,-5,0
0.826,1191,-3,0
0.845,1219,-3,0
1.26,1815,-6,0
1.212,1747,-7,0
1.204,1735,-6,0
1.204,1735,-5,0
1.204,1735,-5,0
1.191,1716,-5,0
1.189,1713,-5,0
1.179,1699,-5,0
1.172,1689,-5,0
1.165,1679,-8,0
1.159,1670,-8,0
1.153,1661,-5,0
0.966,1392,-2,0
0.94,1355,-3,0
0.92,1327,-4,0
0.906,1306,-6,0
0.885,1276,-6,0
0.708,1021,-5,0
0.708,1021,-5,0
0.708,1021,-5,0
0.708,1021,-4,0
0.708,1021,-4,0
0.708,1021,-5,0
0.922,1329,-6,0
0.915,1319,-6,0
0.908,1308,-5,0
0.893,1287,-6,0
0.88,1268,-6,0
0.857,1235,-5,0
0.855,1233,-4,0
0.817,1178,-3,0
0.856,1234,-3,0
1.26,1815,-7,0
1.26,1815,-7,0
1.227,1768,-6,0
1.221,1760,-6,0
1.216,1752,-6,0
1.21,1744,-6,0
1.204,1735,-6,0
1.199,1728,-5,0
1.194,1720,-5,0
1.182,1704,-9,0
1.176,1694,-9,0
1.171,1688,-6,0
1.167,1681,-3,0
0.94,1355,-4,0
0.916,1320,-5,0
0.903,1301,-4,0
0.691,998,-4,0
0.692,999,-4,0
0.693,999,-4,0
0.693,1000,-4,0
0.694,1001,-5,0
0.695,1002,-4,0
0.695,1003,-4,0
0.696,1004,-5,0
0.908,1309,-4,0
0.9,1298,-5,0
0.893,1287,-5,0
0.88,1268,-5,0
0.129,186,-4,0
0.133,192,-2,0
0.154,222,-2,0
0.154,222,-2,0
1.283,1848,-8,0
1.283,1848,-7,0
1.26,1815,-5,0
1.26,1815,-5,0
1.241,1788,-6,0
1.236,1781,-5,0
1.23,1773,-4,0
1.225,1765,-3,0
1.204,1735,-4,0
1.204,1735,-9,0
1.204,1735,-9,0
1.2,1730,-7,0
1.187,1710,-5,0
0.94,1355,-4,0
0.676,975,-4,0
0.676,975,-4,0
0.676,975,-4,0
0.676,975,-4,0
0.673,972,-5,0
0.671,969,-6,0
0.669,965,-5,0
0.666,961,-4,0
0.66,952,-4,0
0.621,896,-5,0
0.591,852,-5,0
0.9,1298,-5,0
0.107,154,-5,0
0.115,165,-5,0
0.118,170,-4,0
0.132,190,-3,0
0.154,222,-2,0
0.17,245,-1,0
1.327,1912,-7,0
1.289,1857,-6,0
1.283,1848,-4,0
1.283,1848,-4,0
1.267,1826,-3,0
1.261,1817,-2,0
1.255,1809,-2,0
1.25,1801,-3,0
1.244,1793,-4,0
1.238,1783,-6,0
1.204,1735,-7,0
1.204,1735,-7,0
1.204,1735,-5,0
1.204,1735,-4,0
0.665,959,-4,0
0.661,954,-5,0
0.661,954,-7,0
0.661,954,-7,0
0.657,948,-6,0
0.652,940,-6,0
0.648,935,-6,0
0.64,923,-4,0
0.621,896,-5,0
0.61,881,-6,0
0.591,852,-7,0
0.564,814,-6,0
0.564,814,-4,0
0.563,813,-4,0
0.099,142,-3,0
0.107,154,-3,0
0.17,245,-1,0
0.17,246,0,0
1.327,1912,-9,0
1.327,1912,-6,0
1.302,1876,-5,0
1.295,1866,-1,0
1.288,1856,0,0
1.281,1846,1,0
1.274,1837,0,0
1.268,1827,-1,0
1.261,1818,-3,0
1.258,1813,-3,0
1.252,1805,-3,0
1.204,1735,-4,0
1.204,1735,-5,0
0.652,941,-4,0
0.652,941,-4,0
0.652,941,-4,0
0.652,941,-6,0
0.651,940,-7,0
0.646,933,-6,0
0.641,926,-4,0
0.637,920,-5,0
0.643,928,-4,0
0.611,882,-5,0
0.596,859,-6,0
0.582,839,-6,0
0.564,814,-5,0
0.558,806,-1,0
0.546,788,-2,0
0.078,113,-3,0
0.077,110,-4,0
0.175,252,-1,0
0.155,224,0,0
1.344,1937,-9,0
1.344,1937,-7,0
1.327,1912,-4,0
1.319,1901,0,0
1.312,1891,2,0
1.305,1881,2,0
1.298,1870,2,0
1.291,1860,0,0
1.284,1850,-2,0
1.278,1841,-2,0
1.271,1832,-2,0
1.265,1822,-3,0
0.779,1124,-4,0
0.779,1124,-5,0
0.779,1124,-5,0
0.779,1124,-5,0
0.667,963,-7,0
0.665,960,-8,0
0.663,958,-6,0
0.661,955,-4,0
0.659,952,-4,0
0.657,949,-4,0
0.607,878,-4,0
0.591,854,-5,0
0.561,809,-5,0
0.549,792,-4,0
0.536,774,-1,0
0.513,741,-2,0
0.513,741,-5,0
0.044,63,-5,0
0.012,17,-2,0
0.011,16,-1,0
1.352,1948,-9,0
1.349,1944,-6,0
1.347,1941,-4,0
1.344,1937,-1,0
1.339,1929,2,0
1.334,1922,3,0
1.323,1906,3,0
1.316,1896,1,0
1.309,1886,-2,0
1.299,1872,-3,0
1.292,1862,-3,0
1.286,1852,-3,0
0.779,1124,-5,0
0.779,1124,-6,0
0.779,1124,-7,0
0.779,1124,-7,0
0.682,985,-8,0
0.682,985,-9,0
0.682,985,-8,0
0.683,986,-5,0
0.684,987,-3,0
0.685,988,-4,0
0.685,990,-4,0
0.569,823,-5,0
0.555,802,-4,0
0.543,785,-3,0
0.514,742,-3,0
0.503,726,-5,0
0.486,701,-6,0
0.478,691,-7,0
0.006,8,-4,0
0.02,28,-2,0
1.37,1975,-6,0
1.369,1972,-4,0
1.367,1970,-3,0
1.365,1967,-1,0
1.362,1963,0,0
1.36,1960,1,0
1.358,1956,1,0
1.343,1935,0,0
1.338,1927,-3,0
1.319,1901,-5,0
1.312,1890,-5,0
0.779,1124,-4,0
0.779,1124,-4,0
0.779,1124,-4,0
0.779,1124,-3,0
0.779,1124,-3,0
0.779,1124,-3,0
0.779,1124,-5,0
0.702,1014,-5,0
0.703,1015,-3,0
0.704,1016,-2,0
0.74,1069,-4,0
0.732,1056,-4,0
0.732,1056,-3,0
0.537,776,-3,0
0.525,759,-4,0
0.514,743,-5,0
0.487,703,-5,0
0.475,686,-5,0
0.466,672,-5,0
0.041,59,-4,0
0.04,58,-4,0
1.396,2012,-5,0
1.395,2009,-4,0
1.393,2007,-2,0
1.391,2004,-1,0
1.389,2001,-1,0
1.387,1999,-1,0
1.385,1996,-1,0
1.383,1993,-2,0
1.381,1991,-3,0
1.379,1987,-4,0
2.038,2935,-4,0
2.033,2928,-4,0
0.779,1124,-2,0
0.779,1124,-2,0
0.779,1124,0,0
0.779,1124,0,0
0.779,1124,-1,0
0.779,1124,-4,0
0.779,1124,-3,0
0.779,1124,-2,0
0.717,1035,-2,0
0.721,1041,-4,0
0.725,1046,-3,0
0.728,1051,-2,0
0.52,752,-2,0
0.52,752,-3,0
0.512,740,-4,0
0.495,716,-4,0
0.451,652,-4,0
0.442,639,-4,0
0.064,92,-4,0
0.066,96,-4,0
1.421,2048,-7,0
1.42,2046,-5,0
1.418,2043,-4,0
1.416,2041,-3,0
1.414,2038,-4,0
1.412,2035,-4,0
1.411,2033,-5,0
1.409,2030,-5,0
1.407,2028,-3,0
2.038,2935,-4,0
2.038,2935,-3,0
2.033,2928,-2,0
2.033,2928,-2,0
0.779,1124,0,0
0.779,1124,1,0
0.779,1124,1,0
0.779,1124,1,0
0.779,1124,-2,0
0.779,1124,-3,0
0.779,1124,-3,0
0.762,1100,-3,0
0.747,1078,-2,0
0.724,1045,-2,0
0.719,1039,-2,0
0.516,746,-2,0
0.531,768,-2,0
0.536,775,-3,0
0.546,790,-3,0
0.427,617,-3,0
0.418,604,-2,0
0.409,590,-3,0
0.09,130,-4,0
1.442,2078,-7,0
1.44,2075,-9,0
1.438,2073,-8,0
1.437,2070,-7,0
1.435,2068,-8,0
1.433,2065,-8,0
1.431,2062,-8,0
1.429,2060,-7,0
2.013,2900,-4,0
2.011,2897,-6,0
2.038,2935,-4,0
2.033,2928,-3,0
2.033,2928,-2,0
2.033,2928,-2,0
0.779,1124,-2,0
0.779,1124,0,0
0.779,1124,1,0
0.779,1124,0,0
0.779,1124,-3,0
0.765,1104,-5,0
0.748,1080,-5,0
0.733,1058,-2,0
0.719,1038,-2,0
0.704,1017,-3,0
0.609,879,-3,0
0.596,861,-3,0
0.582,841,-5,0
0.569,822,-5,0
0.565,816,-4,0
0.398,575,-3,0
0.388,561,-2,0
0.372,537,-3,0
1.468,2115,-6,0
1.466,2112,-9,0
1.464,2110,-10,0
1.462,2107,-9,0
1.46,2104,-8,0
1.459,2102,-9,0
1.457,2099,-9,0
2.013,2900,-7,0
2.013,2900,-6,0
2.011,2897,-7,0
2.038,2935,-5,0
2.038,2935,-3,0
2.033,2928,-2,0
2.033,2928,-3,0
1.993,2872,-3,0
0.779,1124,-1,0
0.779,1124,1,0
0.779,1124,0,0
0.764,1104,-2,0
0.748,1080,-5,0
0.731,1055,-5,0
0.715,1033,-3,0
0.7,1011,-3,0
0.681,984,-4,0
0.635,918,-3,0
0.617,891,-4,0
0.604,872,-5,0
0.59,853,-6,0
0.411,592,-5,0
0.398,574,-4,0
0.38,549,-3,0
0.353,511,-3,0
1.493,2152,-2,0
1.491,2149,-5,0
1.49,2147,-6,0
1.488,2144,-6,0
1.486,2141,-5,0
1.484,2139,-4,0
1.482,2136,-3,0
2.018,2906,-3,0
2.013,2900,0,0
2.011,2897,-1,0
2.038,2935,-1,0
2.038,2935,-1,0
2.033,2928,-1,0
2.031,2925,-2,0
1.993,2872,1,0
1.981,2854,1,0
1.98,2852,2,0
1.911,2753,2,0
1.903,2740,1,0
0.747,1078,-2,0
0.727,1049,-3,0
0.696,1005,-4,0
0.685,990,-4,0
0.667,963,-4,0
0.651,940,-3,0
0.634,916,-3,0
0.467,674,-5,0
0.445,642,-6,0
0.432,624,-5,0
0.419,605,-4,0
0.344,497,-6,0
0.333,482,-6,0
1.514,2182,-4,0
1.512,2179,-3,0
1.51,2176,-2,0
1.508,2173,0,0
1.506,2170,2,0
1.504,2167,4,0
2.021,2911,5,0
2.018,2906,4,0
2.018,2906,7,0
2.011,2897,10,0
2.006,2890,6,0
2.038,2935,3,0
2.033,2928,2,0
2.029,2922,2,0
1.986,2862,5,0
1.98,2852,5,0
1.915,2758,5,0
1.911,2753,2,0
1.903,2740,0,0
1.894,2728,-2,0
1.894,2728,-3,0
0.685,990,-2,0
0.673,972,-1,0
0.661,955,0,0
0.651,940,-1,0
0.486,702,-3,0
0.474,685,-6,0
0.462,667,-6,0
0.449,648,-4,0
0.436,630,-4,0
0.334,483,-6,0
0.322,466,-6,0
1.54,2219,-5,0
1.538,2216,-3,0
1.536,2213,-2,0
1.534,2210,1,0
1.532,2207,4,0
1.53,2204,5,0
2.024,2915,6,0
2.024,2915,6,0
2.023,2914,7,0
2.017,2906,10,0
2.001,2883,8,0
2.028,2924,5,0
2.018,2909,2,0
2.012,2898,3,0
1.978,2850,5,0
1.97,2838,7,0
1.918,2763,6,0
1.917,2762,3,0
1.908,2748,0,0
1.892,2726,-2,0
1.876,2703,-3,0
1.861,2680,-3,0
1.845,2657,0,0
1.807,2602,-1,0
0.506,729,-3,0
0.506,729,-4,0
0.497,717,-7,0
0.47,679,-6,0
0.462,667,-5,0
0.452,652,-5,0
0.384,554,-6,0
0.378,545,-6,0
1.565,2255,-7,0
1.563,2252,-3,0
1.561,2249,-2,0
1.559,2246,0,0
1.557,2243,3,0
1.555,2240,6,0
1.959,2822,7,0
1.962,2827,6,0
1.964,2830,6,0
1.971,2839,7,0
1.99,2867,7,0
1.99,2868,7,0
1.993,2873,7,0
1.996,2877,7,0
1.95,2809,9,0
1.949,2808,9,0
1.9,2737,9,0
1.904,2742,5,0
1.909,2749,1,0
1.875,2700,-1,0
1.859,2677,-2,0
1.843,2654,-3,0
1.827,2631,-4,0
1.807,2602,-7,0
1.802,2595,-7,0
0.506,729,-6,0
0.506,729,-7,0
0.448,646,-7,0
0.438,632,-6,0
0.426,615,-6,0
0.398,575,-4,0
0.378,546,-5,0
1.585,2284,-6,0
1.584,2282,-3,0
1.582,2280,-1,0
1.581,2277,0,0
1.579,2275,1,0
1.926,2775,4,0
1.926,2775,8,0
1.941,2797,9,0
1.945,2802,7,0
1.95,2809,6,0
1.966,2834,7,0
1.969,2838,8,0
1.972,2843,8,0
1.93,2780,9,0
1.929,2779,9,0
1.928,2778,10,0
1.884,2713,9,0
1.883,2712,5,0
1.868,2690,1,0
1.849,2664,-1,0
1.844,2656,-1,0
1.828,2633,-1,0
1.812,2610,-3,0
1.799,2592,-6,0
1.79,2579,-8,0
1.79,2579,-8,0
0.506,729,-8,0
0.438,632,-7,0
0.428,618,-6,0
0.418,603,-7,0
0.398,575,-4,0
0.405,586,-4,0
1.609,2318,-8,0
1.61,2319,-4,0
1.617,2330,-2,0
1.62,2333,-1,0
1.624,2340,1,0
1.901,2739,3,0
1.901,2739,8,0
1.915,2758,10,0
1.92,2765,9,0
1.943,2799,6,0
1.955,2818,6,0
1.944,2802,7,0
1.913,2756,7,0
1.884,2716,8,0
1.907,2747,9,0
1.901,2738,9,0
1.902,2740,9,0
1.879,2706,5,0
1.848,2661,2,0
1.832,2638,2,0
1.816,2616,2,0
1.799,2592,0,0
1.779,2562,-2,0
1.774,2556,-4,0
1.77,2549,-7,0
1.765,2542,-8,0
1.761,2536,-8,0
0.428,618,-8,0
0.428,617,-8,0
0.417,603,-8,0
0.413,597,-6,0
0.422,610,-6,0
1.63,2349,-11,0
1.635,2356,-6,0
1.64,2363,-5,0
1.645,2370,-5,0
1.65,2377,-4,0
1.881,2710,-1,0
1.881,2710,3,0
1.891,2725,6,0
1.894,2729,6,0
1.888,2720,0,0
1.932,2785,0,0
1.925,2774,3,0
1.905,2745,4,0
1.89,2723,4,0
1.862,2684,4,0
1.883,2714,7,0
1.777,2561,7,0
1.777,2561,6,0
1.793,2583,5,0
1.814,2612,4,0
1.798,2590,5,0
1.782,2566,1,0
1.766,2543,-3,0
1.749,2519,-3,0
1.744,2512,-4,0
1.735,2499,-6,0
1.735,2499,-5,0
1.656,2386,-6,0
1.656,2386,-7,0
0.414,598,-8,0
0.422,610,-8,0
0.794,1145,-8,0
1.65,2378,-10,0
1.655,2385,-12,0
1.66,2392,-10,0
1.665,2399,-7,0
1.67,2406,-5,0
1.723,2482,-4,0
1.868,2692,-2,0
1.871,2696,-2,0
1.874,2700,-1,0
1.879,2707,-4,0
1.864,2686,-3,0
1.864,2686,-2,0
1.829,2636,0,0
1.837,2648,2,0
1.841,2654,5,0
1.777,2561,7,0
1.777,2561,7,0
1.802,2596,6,0
1.783,2569,6,0
1.763,2540,6,0
1.751,2523,7,0
1.768,2546,5,0
1.752,2523,3,0
1.736,2500,1,0
1.725,2484,-1,0
1.703,2452,-4,0
1.686,2429,-4,0
1.656,2386,-4,0
1.65,2376,-4,0
1.65,2376,-6,0
0.475,686,-8,0
0.794,1145,-9,0
1.721,2480,-9,0
1.681,2422,-14,0
1.693,2439,-12,0
1.693,2439,-10,0
1.718,2475,-8,0
1.736,2502,-7,0
1.844,2656,-6,0
1.846,2659,-7,0
1.848,2662,-6,0
1.851,2668,-4,0
1.846,2660,-4,0
1.824,2629,-1,0
1.808,2607,1,0
1.811,2611,3,0
1.814,2615,6,0
1.745,2516,8,0
1.749,2520,8,0
1.752,2525,9,0
1.771,2552,10,0
1.75,2521,10,0
1.733,2498,10,0
1.717,2474,9,0
1.701,2451,8,0
1.719,2475,4,0
1.701,2451,1,0
1.685,2428,-2,0
1.669,2404,-3,0
1.65,2376,-3,0
1.644,2367,-4,0
1.644,2367,-4,0
1.639,2360,-6,0
0.475,686,-8,0
